uid,R,F,M,R_score,F_score,M_score
3db16b1969aeecc9377c5bcf7aa0457b1a4f8fe3,1,1,239,5,1,1
9262c1c4e7aa38e9,4,1,5999,3,1,4
b6a521cebc88c1bc,9,1,69,1,1,1
1196e0499bae3bc6c7fbd5469432b298b8b74e47,0,1,599,1,1,2
e660817387eee785,0,1,36.5,1,1,1
7e96a47766611d5b,2,1,6148,4,1,4
67ed221c0c0cfdc8,10,1,298,1,1,1
079db4b8dafc10c4eca8161641f6acad6188a296,4,1,32.900001525878906,3,1,1
868859043978659-90c54a73451f,0,1,69,1,1,1
a077a0a2c0dc3a16587ee208506f56e1cc436c65,0,1,39,1,1,1
6406d8bb345a1bfa00bb5c014f462a26868a09aa,5,1,129,3,1,1
99001405011507-28167f383246,4,1,6799,3,1,4
22d18bdadfbc0b2c,6,1,188,2,1,1
6076ed42a6ea9c36,6,1,179,2,1,1
da5ee2b3595d2621ca90a29d9e86d4ee538a9893,3,1,2698,4,1,3
81702511fbe89915,3,1,3499,4,1,3
862443043612976-7460fa0cf8d6,5,1,42.900001525878906,3,1,1
0cdcd7c4707a4b72492d5646a282ddaf1802c68e,0,1,150,1,1,1
740466ad3866c985,5,1,5599,3,1,4
711dd087c96277a5,9,1,199,1,1,1
41a67f45edcd681fc553743afa21357aa95db6e2,10,1,158,1,1,1
4cf325b05caab2a8,7,1,88,2,1,1
608c4bd9fe2d7218,4,1,899,3,1,2
86d6fe88c84cce15,4,1,99,3,1,1
864325057181915-cc812a4665c9,9,1,286,1,1,1
e66ca749c01c471b,8,1,599,2,1,2
869803045893093-94d00d95f2f6,0,1,36.900001525878906,1,1,1
864092048599072-48876418db05,8,1,19.899999618530273,2,1,1
c359a61339604690,3,1,34.79999923706055,4,1,1
d206851aadebc8b1,4,1,99,3,1,1
85f8f707ece7ffec,8,1,129,2,1,1
d6409bb413a4e8e0,5,1,106,3,1,1
a6b40673c6c87a0f,8,1,329,2,1,1
a79e231bcc1cf273,11,1,439,1,1,1
1726b3f90099a25fb9c009088d1cd2763aa90f38,3,1,1924,4,1,3
65b7c1a338f98430,5,1,54,3,1,1
86865302d56eb4ee3e366aa6b439579cf35751aa,0,1,79.9000015258789,1,1,1
585c76d46b2e8715,9,1,118.80000305175781,1,1,1
fe134af6bc78cb22,11,1,2399,1,1,3
e51c46ff6e374d2823559544cc14f6ca726ac94b,8,1,69.9000015258789,2,1,1
74d833bdf1796367,0,1,6999,1,1,4
b4b7c3f017ad7a42,0,1,899,1,1,2
27d915a5b75cb066cc23ee3bf82030fb39e49e4a,2,1,164,4,1,1
119607e47f11f82655aae067850b4ffaa60b9bbc,4,2,19998,3,2,5
865873045640632-f89a78325790,2,8,1192,4,5,3
b979430cb9ec5b3b0c234136d1b67ebce117cb1b,4,1,59.900001525878906,3,1,1
8280a3213a96556c9a3cd1ac0ae9c9eb5cd21466,3,1,28.799999237060547,4,1,1
597847efa3e88387e6a81072d2e9112ad7c89547,5,1,33.79999923706055,3,1,1
f2228ad5fdfd67ff,10,1,199,1,1,1
2ce9662386f3bfed,1,1,76,5,1,1
8cd9af6a5268723e7c71040052e617e146437e9d,4,1,59,3,1,1
50ded6af5f9b2c02,11,1,229,1,1,1
9cddfcad34f75d5e7a499bc66275f54c9195d717,7,1,339,2,1,1
865226048050327-483fe92d9660,11,1,153,1,1,1
9a5ca053352e54f53ba6869190dfb58d871ee1be,3,1,5999,4,1,4
258cd01d755ea2b690554e5e1851c92c3982c5f3,0,1,79,1,1,1
4fb6618cd2f5117a,3,1,5999,4,1,4
864967046082249-56c87b781eb5,6,1,6799,2,1,4
a7a983fe53696926,2,1,219,4,1,1
060312125ea6aab1,4,1,4030,3,1,3
ff35b7f5a351846b,1,1,330,5,1,1
92b09bae17ce0f94c66ba2b9ffadcbf7cc19a0fe,8,1,129,2,1,1
52dcf04ba0e0e03f,3,1,4240,4,1,3
cddb79d696ac73c88439d3f74eb27b0bc142517c,6,1,199,2,1,1
7023e517a781247f,7,1,5999,2,1,4
cef7eacf916517e2,3,1,21600,4,1,5
32af15aff63c080c,10,1,75.9000015258789,1,1,1
dd37e565178a7bd5fecb08d83da02356bd9b86bb,7,1,79,2,1,1
df3636793bef69bd,1,1,349,5,1,1
e293ee749b88832d,11,1,99,1,1,1
d1ee8f9b3ecb1258,4,11,11,3,5,1
7f45021f9717c0e1,3,1,49.900001525878906,4,1,1
724e7a31de5ff05c72e258aebb4b91242b106b50,2,1,188,4,1,1
1bdcf63fc6e75bf230ca3cd5515cd1f34e91f0f5,4,1,99.9000015258789,3,1,1
157cf97f8e13e422f858929b03d80a2f0440a074,1,1,21.899999618530273,5,1,1
864467045663172-88f7bf8a1a63,1,1,699,5,1,2
7a4e5b27d041bb1b,9,1,29.799999237060547,1,1,1
ea839bada4f7cacf,1,1,3999,5,1,3
2765b31c32639664,5,1,45,3,1,1
2f89152014554d49,8,1,89,2,1,1
865260044730137-dc90889f5743,11,1,22,1,1,1
32078961a57876fef5850780485476d96b2e31ae,3,1,208,4,1,1
868275049398190-d4bbc83fe7c5,11,1,138,1,1,1
9ae6096817b0e49a6ffc738728854f8fece3deff,2,1,29,4,1,1
27cd2a5a19aa5b76d4c858a6e6ec99aaa6109d8e,5,1,30.899999618530273,3,1,1
fb91efd9726d0c966161b088b5a3cd4f0864c5d5,8,1,58,2,1,1
79511d015fefb062,11,1,227,1,1,1
396bb27c5ac246bb,4,1,21500,3,1,5
0d3427c31cef9d78,5,1,3998,3,1,3
35d78c981f544651,5,1,6699,3,1,4
861658044989732-a450467de28f,4,1,2799,3,1,3
209eea24fb733215,9,1,78,1,1,1
604a3ff2a13330d7faf47b6079a07dbaf0bf0250,5,1,149,3,1,1
4d46ba596948d6f3,10,1,24.899999618530273,1,1,1
864571048090356-808a8b644aad,0,1,149,1,1,1
7b29dc88dbdcaa9f57d1114f2354a8dc72fd84ea,9,1,276,1,1,1
7ad1571c41f2561918d768b2a18ca8866e4267a9,8,1,34.900001525878906,2,1,1
988263f43246424b,10,1,53,1,1,1
2cd91d49b39607f78681f8986689980d0d82e37b,4,1,1299,3,1,3
ed564b5b91e5501157db81743efab61093261fc0,4,1,15.899999618530273,3,1,1
4153332104013db7,0,1,99,1,1,1
b82145f6d4e7dcd8562e112921846215e2d5bea9,8,1,89,2,1,1
27812c0360db5721,10,1,65.9000015258789,1,1,1
a8b5d022564987b0bf6cf24d9ab47253e7a0b985,6,1,109,2,1,1
c3709f5bf2fdeaf6,4,1,159,3,1,1
867578045956932-482ca0489adb,2,1,8994,4,1,4
d97ba07cd203329a19bc17da7ae739c137e9635e,4,1,26.899999618530273,3,1,1
f784bbf83de62a76,5,1,3399,3,1,3
38308ba54547f879,8,1,269,2,1,1
ad96923258fb6bf5,2,1,79,4,1,1
71cbdae6381c4716,4,1,19.899999618530273,3,1,1
72efe6349e3e2f474af18a7e49addad0a854dc6f,1,1,59,5,1,1
863978040008651-601466ea1117,5,1,69.4000015258789,3,1,1
18659995636d02f09e375d400348bd017fa3e60a,6,1,10,2,1,1
d9180f52510e53c84154827506e3ff71dddfd141,1,1,4,5,1,1
e794cf57cb7d1c53,5,1,148,3,1,1
73e7dabd2763a265,3,1,75,4,1,1
112b8967f296044a,1,1,52,5,1,1
862780047948876-0c20d36cd791,1,1,1000,5,1,2
4795e4d3cb8b4a98eb401f1a3d0644bd9b7ad63f,8,1,9.899999618530273,2,1,1
a1c9cb855b886e54,7,1,46.900001525878906,2,1,1
ac4ded92723fe2a6,6,1,99.9000015258789,2,1,1
c8f6872f54bc339f,11,1,59,1,1,1
5fb478a0d028683f,8,1,69,2,1,1
865553049450648-549209f8b80c,11,1,299,1,1,1
c2b0c0677e5d66f11b6dea51e440e0984f1a1440,5,1,99.9000015258789,3,1,1
95e3bba473a7dc5b,9,1,53,1,1,1
f5640a7c839d1bee,0,1,2999,1,1,3
862169042348607-745909703259,8,1,799,2,1,2
ccd6919ef90d7f93,0,1,35.900001525878906,1,1,1
2b1fc34be05d12e0,5,1,7599,3,1,4
867094042666011-4c6f9c2ad667,4,3,3,3,1,1
86171cb59aea93c7e00945844eeedcd2f6965853,0,1,196,1,1,1
ae081d83b291eac8,2,1,9.800000190734863,4,1,1
dd36947b552824fd,8,1,39.900001525878906,2,1,1
3440121af982b062,4,1,80.9000015258789,3,1,1
c91562d883322385,2,1,39.900001525878906,4,1,1
52d5b3dd170a0ab2706e2328fbea2fce7811607d,3,1,9799,4,1,4
617c7c74c2ed9e9b,1,1,1099,5,1,3
422adab7cb606b2fa77c3790baef3045f561d390,6,1,49.79999923706055,2,1,1
6478ddfafbe3344c35313fa2a006bbe885d560a8,4,1,178,3,1,1
678a1378f264b8ac,5,1,79.80000305175781,3,1,1
531477b7e17aaf60,3,1,9.899999618530273,4,1,1
fed4ab2bef43aaf1149017fa29b98fb45bc734ef,1,1,1399,5,1,3
5e7c8095c68d77e5,5,1,309,3,1,1
4b00af9e4dcaee4b,3,1,40,4,1,1
474ce2f81ffdcb90,6,1,2099,2,1,3
6e20c42cdf5bf4f2,5,1,89,3,1,1
0d8984478e3d4c265851b02c295b4acbd7df9e3b,0,1,4999,1,1,3
034d61cb3ed909f4feaf7689a45cbb5d9b1a565a,7,1,69,2,1,1
540ea32d82436db6,4,1,139,3,1,1
fa7a658c36eb0887,1,1,78,5,1,1
c2e1a19466fb53b1,1,1,599,5,1,2
c9e21f6d79348786,3,1,59.900001525878906,4,1,1
c3a205f5168ba30e,8,1,269,2,1,1
5774068fe9e44a55,10,1,5999,1,1,4
819bd10f7c7665d1b6ad4b8f466259f67319b5f8,3,1,9.899999618530273,4,1,1
444d490c3c55f939,0,1,9.899999618530273,1,1,1
cd1a3d2af672ba723af988bdc924d140137e7b6b,6,1,8799,2,1,4
3a7ca981813db676447675f29ca5a340a343b94a,4,1,6599,3,1,4
f5b2df9c390c6cb197f80cd7e59f184fd1ce030a,7,1,48.79999923706055,2,1,1
5a4d7ec018eb7c837061bb32b20c25f60b71d9ca,9,1,58,1,1,1
69234979cef3c4defd8bb92aded44b5cc6c8f654,7,1,5999,2,1,4
a5ed8f3b8c91241f,4,1,129,3,1,1
3394c5806c9d78a7ae82f9f926cb058b90565193,4,1,65.80000305175781,3,1,1
4bf08e93a890a8fbb971e950130f4f1b43cac4d1,4,1,30.299999237060547,3,1,1
1c2b0959ad647dad2dbc9019963f3fec1c63b5cb,1,1,259,5,1,1
1f9c5ce398be86a4,2,1,75,4,1,1
da9d7b8851a1c7b0,8,1,89,2,1,1
868584047886837-846fcec122a5,11,1,39.900001525878906,1,1,1
1cd116cb4552aad9,1,1,6999,5,1,4
d7ef65d526e987a2,2,1,3199,4,1,3
2393695572743d6973746f22c8439ed3ce5165bb,5,1,2498,3,1,3
224bb46e69ead7bf1901773b2b47d20c66a74151,2,1,159,4,1,1
db6d2d46edcdb885,1,1,23,5,1,1
28664fe034261eb167bfbadc861552525efd2f7d,4,1,498,3,1,1
18a228de1a557b5d,0,1,29,1,1,1
df0b426bbe6c79d1,2,2,6398,4,2,4
f4137c494bcefe67,6,1,99,2,1,1
613700f93558b5e744055859fda30dcd4580e750,9,1,99,1,1,1
afa69e807c75167c0ae6ba3d87e796bb06ba13c3,9,1,39,1,1,1
ebac5f784fe7f240,4,1,21.5,3,1,1
91dacb6086ebd39f,0,1,39.900001525878906,1,1,1
a9c244e6fbb1185696c938f895ca3552fe18aa91,1,1,4399,5,1,3
863175046389751-dc31d1f5b963,7,1,39,2,1,1
31f2d555cfcfeee5,10,1,10,1,1,1
8b37b20c548340d3,3,1,49.900001525878906,4,1,1
dce16bca4b1f13c1c49a995890c67a7ec3f946db,3,1,10.5,4,1,1
0ec5a74da770a2dadf48b11f20e57bcfbb210425,7,1,99,2,1,1
f91e26cbc5d9415ec29245771b102e73f62cc7c6,11,1,36.900001525878906,1,1,1
7a192eb2b73aada5fd61717dc28c7f844fe4fc83,4,1,298,3,1,1
8c4a1e15a6039e73,9,1,200,1,1,1
e73578f39cb362c1,9,1,219,1,1,1
865297038112237-c894bbb2bebc,3,1,3399,4,1,3
dd3edc3f68ff5394,0,1,169,1,1,1
4a0f0cb769ab7bb76f7db8f5492a4a909768e19b,9,1,1999,1,1,3
46ebda1d2386317d,5,1,109,3,1,1
a9ef905cd263dc2f,6,1,299,2,1,1
a3ce65e5399af552,0,1,168,1,1,1
6b8ef52462e1871f82ae71a1f280cb396dff84b4,9,1,328,1,1,1
80f39b6d07d98c1d,5,1,2499,3,1,3
8ce538806375d99f,1,1,399,5,1,1
03f1dafd38efbda8,8,1,199,2,1,1
281f78ad3f1ae43b3c3972935f6424b7ea413f9c,2,1,45,4,1,1
4b9784c4bd9c6233,4,1,2188,3,1,3
466aac53c65d6e11,1,1,52,5,1,1
869616057077656-2c4881926873,11,1,19.899999618530273,1,1,1
32d50ff8cd5e93d225ca05988cdc19088e9e3561,3,1,49,4,1,1
370fc5dff9d57a4a,2,1,34,4,1,1
536323dfa285fbfc,6,1,99,2,1,1
5ff6eb3ebdcb05b5,0,1,32,1,1,1
63468ab545ed3a3e2f54c8567a3b9db9ab1cf763,8,1,39,2,1,1
fec6ca1aff47f690,10,1,50,1,1,1
ad435ff30501547f73da566fb50718c27a0aab65,7,1,59.79999923706055,2,1,1
e77816a7c7d6a381b79f6d789a2e42f74b457870,2,1,139.89999389648438,4,1,1
22e3f3a6847137d2,6,1,15.899999618530273,2,1,1
c9fc39303ea607b5823e886133d1a6fa52e24efd,11,1,5990,1,1,4
c0677e9404012b7624e5c6d5210a4450c93240d4,3,1,74,4,1,1
90eeb6d676f3961973652d5e70f9d02decac6417,11,1,79,1,1,1
7ca948c55f34d60f,1,1,19.899999618530273,5,1,1
7dfb2210ee50bc69,8,1,159,2,1,1
868778041546013-3847bcc9c9bf,6,1,35,2,1,1
b90cba255e7c4c1f400c6a26e4472b9a2f327f14,5,1,3599,3,1,3
dee0acfd9d3ebe6d,3,1,9899,4,1,4
3729342d1e996299ee8e8a38d46b6ac976f39b89,1,1,19.899999618530273,5,1,1
93226d00901f0f29,4,1,52,3,1,1
40a3cebc38c9a6d1,5,1,39,3,1,1
fb55b2f36b9a159278c457f679f44ade10a4d716,3,1,248,4,1,1
8fabe0efe47ce6a2,11,1,27.799999237060547,1,1,1
040958efc0826ac48c0b1360eb29ca2282575949,9,1,299,1,1,1
d8bd900f80f68459e333700f4c7ee15512df7dd7,7,1,1390,2,1,3
6147dd991ad729ef873c4040d5285c1d0a12a939,1,1,5199,5,1,4
ee31fa6fa1df5c52a126eb2f46ace6be1c4ad689,5,1,2499,3,1,3
c6cbf0d400c4a694,4,1,385,3,1,1
ce5dd044ab83c3bf4418d40e89e975915d0b3732,11,1,199,1,1,1
85e0582cfb6f7e3c,9,1,219,1,1,1
860875042265276-c8c2fa8da4ff,10,1,58,1,1,1
9a20537cd4754613,8,1,69,2,1,1
869377036398644-a057e3d46ff8,7,1,3899,2,1,3
7e1c2532bc6cf13c,11,1,39.900001525878906,1,1,1
cba52785e914cea9,6,1,58.79999923706055,2,1,1
96089340b331eaa1,11,1,559,1,1,2
d2662029f57286f9fc82bd7b7312b7690efcf50a,1,1,128,5,1,1
1f49e4a57f87ee84,7,1,30,2,1,1
a95a21b801f0ffba,8,1,218,2,1,1
ed7362952d8f2897,9,1,78.41000366210938,1,1,1
b59b1fd8c2d40b63,3,1,109,4,1,1
947184d3c006fff4,3,1,29.899999618530273,4,1,1
5a2d6b3af7409720,5,1,268,3,1,1
f63fbbb6130b32e0,1,1,119,5,1,1
03eb59d2fd1dcc70,4,1,6999,3,1,4
dc8697964fec8589c7baf4685f7354585de57340,4,1,375.5,3,1,1
1d56c1a1536e0c61,7,1,79,2,1,1
114c40352d2ea01f,2,1,119,4,1,1
25915538aaa74412,8,1,39,2,1,1
cedc0ad8ec38f9de205260e94bbb5338a78671bd,7,1,129,2,1,1
3d63066f1d967500,6,1,289,2,1,1
5d549be46c2c500f70f5a19f4c2c5e72531129d7,1,1,499,5,1,1
6f2bbb90350de24c,9,1,89.9000015258789,1,1,1
25b75d119c3acb89,2,1,45,4,1,1
b779e2fa968ba328,11,1,259,1,1,1
56a042ecfb1ed3a7c17b84da72e261b2b84b042e,5,1,359,3,1,1
fa543e772bcc0fba,4,1,9000,3,1,4
a8dcf30af4eee1b3,11,1,388,1,1,1
136e0f9ac3175ea4,6,1,29.799999237060547,2,1,1
31e496742c12978f3156f5e0fb0c22bf36181a09,5,1,38.79999923706055,3,1,1
867475040878304-4cd1a1e1e8e6,1,1,175,5,1,1
7c15fc163bfc05eaf572499f2aac882c0d93f68f,10,1,10.800000190734863,1,1,1
cdf5de8a3934e290,8,1,3599,2,1,3
213c262a0cc93cd1,2,1,59.900001525878906,4,1,1
00f195e9a5bc69e8,5,1,449,3,1,1
868267042393336-20311c54f9b3,0,1,98,1,1,1
8210fee65d506eb6,1,1,199,5,1,1
354520a950760d1097f09d2870fbfeb81453b4b7,4,1,2698,3,1,3
cf0f7c92fde99726,8,1,39.79999923706055,2,1,1
a6a527d4b5d0b0b3d4d78ff48106dcda345c912f,5,1,4999,3,1,3
5d85f384cfa3de2b,5,1,6799,3,1,4
f37ce6944778e3662178b1cd71da6272472c3b8d,1,1,3599,5,1,3
7c9b7d4cd6c9ca62,4,1,19.899999618530273,3,1,1
8fadfbf00611d6e5,9,1,39.79999923706055,1,1,1
94bbba18e9e53862,4,1,699,3,1,2
13b3ec539db6b340a9d195df2725a7738db63735,7,1,48,2,1,1
899740ecfed3ebf494a5d09cbd70f6c8288994a3,6,1,228,2,1,1
5c66e3ce6316e172,3,1,5999,4,1,4
99001400063173-d8ce3addeaeb,4,2,2,3,2,1
9ca45173f489ca0b5a8b9fe087df304b9dba43cb,11,1,59,1,1,1
bb4e08c72f4e791a,11,1,80,1,1,1
27f26136c0f3760e2f52e4c81a60b6c6c4e16665,3,1,3199,4,1,3
e285c682d2bd181ce7b7f505ddd10cdcab974048,4,1,1668,3,1,3
9347797d82eb6049,4,1,19.899999618530273,3,1,1
868840041014051-808a8b85e95b,1,1,14.899999618530273,5,1,1
b7fb3d293ebc1daf,7,1,108,2,1,1
e9d2c1d367c41a6d2c7bb55fa051b0e4eea2e153,6,1,116,2,1,1
3d3d020fc880577a,5,1,54,3,1,1
865716046466939-e43493bd62ba,9,1,99,1,1,1
1eb8f824d9a1abd50c022e0b550c611f4e56a045,6,1,50.060001373291016,2,1,1
22dab9cb9183b196e74e2f15cf9e7556c77b9490,5,1,49.900001525878906,3,1,1
3b8f3b76c9e11739862287799a0d26c97c56d9a3,4,1,39,3,1,1
8d3edc35d042c4ec,5,1,3599,3,1,3
4d9675c80661dddf,5,1,16,3,1,1
10485fb4a5dbc877,3,1,569,4,1,2
70cd4c1b3c88913c,4,1,53.29999923706055,3,1,1
a4cbdbeaf64866a4,3,1,149,4,1,1
dd32313ee139af1d8363c434837111de315b3fb3,2,1,139.89999389648438,4,1,1
868464044254604-74c14f05454b,1,1,29.899999618530273,5,1,1
bd7c71ce6c89341917b98f6598911a6bc809f4bc,7,1,78,2,1,1
7d8472534559137e,10,1,299,1,1,1
91158c847d33906e,5,1,3594,3,1,3
9e1078ba9c76dae5,4,1,209,3,1,1
80abdd41469a6933,7,1,119,2,1,1
7a7e9a6a3f3bf759,10,1,49.900001525878906,1,1,1
5231bb49640fd75c,7,1,43.900001525878906,2,1,1
a9e842d4ef88454a,7,1,4999,2,1,3
9bbd0f80d244131491ca1c33557ea15fb1349716,1,1,20.899999618530273,5,1,1
c7a5b46724ced6f3e30b92f8d7ae958b4297d240,1,1,6799,5,1,4
6e36e894024e9bd8,3,1,368,4,1,1
693a41d9a308df96,3,1,3699,4,1,3
37fcf89748dc65c0,8,1,20,2,1,1
a8e6e09d1e676a9a6d4e22a5601f0fd43b4f4460,7,1,239,2,1,1
3f3a47792c991e44,10,1,79,1,1,1
9b8affc86a479bd8,5,2,156,3,2,1
a93334c19b6b875c,9,1,139,1,1,1
d01d233ed64f1e53,3,1,44.900001525878906,4,1,1
865364044925505-44d7915a3d5d,8,1,1799,2,1,3
6e8b30f381a2c864,3,1,34,4,1,1
bfbe4361da298859,3,1,4488,4,1,3
49768640ddf9c4f6,0,1,3099,1,1,3
0a9174f482a659ae4aeb1f170b3becb210aa753e,2,1,2750,4,1,3
9df1f10f32c38e49,8,1,3899,2,1,3
6daa03fa1b677cd35e7162b394090dca2076a435,3,1,54.900001525878906,4,1,1
866302040003967-88403b7293f5,11,1,60.900001525878906,1,1,1
814a2984467737ff7afc2d64341e701030964451,11,1,5198,1,1,4
6470a1d06688cddd,10,1,79.9000015258789,1,1,1
fd2b4049c66b5be0,4,1,198,3,1,1
b5f62a0ae567350a758cfff34964bf02d115f26c,9,1,260,1,1,1
ddfc594d59bba0daeb6862434b84c67883ee2440,4,1,259,3,1,1
f623c9068773dc8be7d7025812dd58e5ea342c6f,1,1,76,5,1,1
9f4f8d636893065b,5,1,1699,3,1,3
44a3be575ecf18930516f3c0d8f4cdd11da97f4a,4,1,1899,3,1,3
67f1f910f2fbe6ea,0,1,438,1,1,1
aef4c46bbabc415f,10,1,4799,1,1,3
5ab3d8389b96ff9a,4,1,219,3,1,1
121f134a1ca54ebc9791034ab03c78c8ef53b802,10,1,49,1,1,1
4a9aab688070f41c,0,1,8.699999809265137,1,1,1
f4b079078e12a097edde0173cc4581f28ecf1217,2,1,116,4,1,1
a0567d2f3c3e3881,4,1,115,3,1,1
14b79e9cc51b108a,5,1,3999,3,1,3
56c722ec6d005c6fb09515fdae8ddbe1d43295e2,4,1,514.7999877929688,3,1,2
3b1a275517a445b851bf3768be6390837e8ffff0,3,1,25.899999618530273,4,1,1
586e35145dc94a66390c4063d8ae1c9201f88006,6,1,163.89999389648438,2,1,1
11370bdaaa1790e4c34e7bcbb9e3f5b8d56733fe,7,1,219,2,1,1
ece7d0413700a36c,8,1,32.900001525878906,2,1,1
e35cdc0dc3908263,2,1,149,4,1,1
3cb856031d3578d59cae8d22653f1587f096671c,10,1,4850,1,1,3
56959c7118aee3fe3ae104e4c985fba53ee67f79,4,1,11.899999618530273,3,1,1
869885033290457-989c57fe683c,2,1,199,4,1,1
ee44c8d90ff69748,5,1,239,3,1,1
53f00382493021b1,9,1,119,1,1,1
864034041291307-e4fda1588d4d,4,1,58,3,1,1
c41a349b0dddd121,8,1,89,2,1,1
eaee3fb537d58828,4,1,799,3,1,2
c7a2ceac341cd6068d3064c9d9ecb9e1d528e2d0,5,1,399,3,1,1
f00e97fcdfbf2335,8,1,39.900001525878906,2,1,1
ae36318a0098c2ca,0,1,26.899999618530273,1,1,1
863535045283273-8476370c860f,8,1,36.900001525878906,2,1,1
f7ee30f5e73f1464,7,1,59.900001525878906,2,1,1
0c9b091dd61c9a2b1491932665af913164518c3d,3,1,4399,4,1,3
ab5d09eff2481044,7,1,5999,2,1,4
3765d5a413f99c73,8,1,108,2,1,1
b40d233f13ffe947a1e04cb92ddeef78896f5737,6,1,52,2,1,1
656377a78210b128,1,1,219,5,1,1
b551720ccd3980b6,3,1,900,4,1,2
9eb9fba0132800e8,4,1,5099,3,1,4
9781e4b4673ece06,5,1,1799,3,1,3
9c306307e44614f1,4,1,5199,3,1,4
172ed47a406b797320f853c8b421947c59e48adc,4,1,839,3,1,2
a2f83bb6f2097d8d,7,1,109,2,1,1
f9afa0c936323dd9,2,1,1799,4,1,3
a20a872d1bd92ee028347e72efa6fd89f54e518b,1,1,16.799999237060547,5,1,1
46ae208279847b9069d9b5214b06e3d0117dbcec,2,1,128.3000030517578,4,1,1
c0f0662ed24846ee,9,1,25.799999237060547,1,1,1
869726048275291-6c06d64b7b25,3,1,29.899999618530273,4,1,1
73dff4839bc4aec6,8,1,99,2,1,1
baf13511359d404f,2,1,18.799999237060547,4,1,1
0cc96a9784da7c7d,1,1,135,5,1,1
0594dcc3fcd97487,5,1,65.80000305175781,3,1,1
213fa03103455fe0,5,1,2399,3,1,3
be943dc7422a75531a2eb5a43b303092079cf4a2,7,1,299,2,1,1
3ad402d3f9d3b2c0341bcfe14774ad05bbccafbe,11,1,5799,1,1,4
2a7bbbed8c883591f877ad14f31c970ee4634c23,0,1,44.599998474121094,1,1,1
9d6d4e6dc34f7107,10,1,229,1,1,1
aa4e6e37ce5f0511,9,1,187.1999969482422,1,1,1
49a404a675b2fa5df7b6ca0f3a8a2e10903671ad,7,1,5099,2,1,4
a4df6715d39fa574,3,1,11,4,1,1
974dbdf50da86281,5,1,1799,3,1,3
139d9e508d0346b4,1,1,999,5,1,2
da11811b736ca157,10,1,109,1,1,1
1e8ce254f748f203,5,1,93.80000305175781,3,1,1
6ed2abc4351bbc64b3b0356933af2b2832e6aae7,5,1,29.899999618530273,3,1,1
869704037346654-9ce82b2945af,2,1,69.9000015258789,4,1,1
7a20f2a02857bc5e9624b171f11bd83c22737a90,4,1,5999,3,1,4
2911563ab109984db5dbda8cd8954a05c0fc17d7,6,1,630,2,1,2
872e272da275f5ea,2,1,239,4,1,1
e8574a2b30e537cd,11,1,299,1,1,1
fac6510245637931,10,1,179,1,1,1
f8f0edd7baf3c298,1,1,598,5,1,2
bfdec9a294ac666d,10,1,69,1,1,1
9067d02be814f1a697d13eeffd9dae01d5bab2af,6,1,19.799999237060547,2,1,1
7aded4f4371e680a,6,1,78,2,1,1
a43eee905e03f1aacfd895e341114a9e93f071ac,5,1,259,3,1,1
282d2c972a49f3c0dc9ef88f76748715fc02fbe1,7,1,68,2,1,1
a8a78045e66099ee,6,1,21.799999237060547,2,1,1
f7be5bcbbbca0be9,8,1,26.899999618530273,2,1,1
db962715b54f889596fd5abd4b4af9a7f4089d74,9,1,39,1,1,1
e7e19d650ce86896,7,1,69,2,1,1
9b58441eff382dc1,0,1,34.900001525878906,1,1,1
c39e298fe815ddfa,9,1,378,1,1,1
b068d88cb2676de9,5,1,6148,3,1,4
2d234c9032c075fd,3,1,699,4,1,2
6c0d78984a4895f1049dfe1f133dc318effaebff,7,1,23.899999618530273,2,1,1
c54a3809075d019c,0,1,249,1,1,1
284a07b66e3f4e56ac59aaad66aec0a3124c24b5,5,1,9.899999618530273,3,1,1
a81acad8fda0f9cc,3,1,498,4,1,1
A1000055F0C144-18e29fd473e7,4,4,21296,3,1,5
2f23f1738d38e5045704582cde9a15555a7bafcd,7,1,5999,2,1,4
860187049170107-e40eeeb5f158,4,1,285,3,1,1
9586b224d41af99a,9,1,49.900001525878906,1,1,1
1cb7ba8aaee55627,4,1,589,3,1,2
a17f853dfbf45918,11,1,2399,1,1,3
bbd11374408ac823,7,1,6948,2,1,4
b174244c503b4227,0,1,29.899999618530273,1,1,1
a4a42f00161fc29e615f5a01efba1de61204639b,2,1,142,4,1,1
f57f72ca96ea8f89,1,1,239,5,1,1
f0057a0ac4512612,9,1,235.8000030517578,1,1,1
862604046035230-88403b99bb18,2,1,45.900001525878906,4,1,1
867977031272702-38e60a8942e1,3,1,228,4,1,1
fbeef52270af5fd4,7,1,199,2,1,1
45a833e0def37580060d9c775df7e2c1f5152db9,3,1,489,4,1,1
04d504c0fb0ab8c8,6,1,49,2,1,1
cb343573a1fe51a6,8,1,25,2,1,1
c27b216803667b63,2,1,799,4,1,2
61236ee3aea742a9,4,1,5046,3,1,4
19cd7440cc69a09c,0,1,129,1,1,1
f63e00dd9973d3d1243f9d3caebe73537246c27a,4,1,519,3,1,2
3f0ecfd9ab36787d,0,1,179,1,1,1
fe4417ce61c15478,11,1,1399,1,1,3
4f23a34d2205a581,5,1,6999,3,1,4
324e2dcf3000fd48,8,1,29.899999618530273,2,1,1
9872e51735e1ec20,10,1,59,1,1,1
a8b1127555a2ccec,11,1,3399,1,1,3
fbdc62f2731c50800003c49a64d4ebcf730c3b25,4,1,27.899999618530273,3,1,1
867475045641756-ac9232ef011b,6,1,99,2,1,1
